"legis.names","party","idealpoint","sd","term","term.session","KMT.whip","DPP.whip","KMT.whipName","DPP.whipName","group.mu","ideal.distance","ideal.inter.distance","year","session","election","vote_get","vote_rate","con_size","bigdist","middist","windegree","ballotindex","sex","degree","areaName","party.D","party.K","system.change","PR.legis"
"呂新民","K",0.212493531107974,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00115090928600827,0.320004075478479,2000,"4",0,42277,0.063,12,1,0,0.81908482,0.0763877274878932,1,NA,"桃園縣",0,1,0,0
"周五六","K",0.376093240421767,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.0168155162418154,0.531862061185252,2000,"4",0,48226,0.0968,9,1,0,0.96843441,0.0242339955079503,1,"楠西國小;玉山初中;省立曾文農工職校;","台南縣",0,1,0,0
"周伯倫","D",-0.459458015133671,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0112917229560822,0.498261774708475,2000,"4",0,38571,0.0932,8,0,1,0.8389154,0.0190042981943435,1,"瑞芳國小;瑞芳國中;台中一中;東吳大學法律系;","台北縣第一選舉區",1,0,0,0
"周慧瑛","D",-0.460244852064317,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0114595646171107,0.499373213375861,2000,"4",0,38076,0.075,10,1,0,0.82507963,0.0136918574568527,0,"北一女畢業;東海大學外文系畢業;","台北縣第二選舉區",1,0,0,0
"周正之","K",0.252797004397271,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,4.06842331743092e-05,0.367226910632127,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"陸軍軍官學校第卅二期;陸軍指揮參謀學院七二年班;兵學研究所七四年班;美國亞利桑那州立大學工業工程研究所;美國國際大學企研所碩士;","全國不分區",0,1,0,0
"周清玉","D",-0.459726060623408,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0113487611823888,0.498640260634848,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,0,"國立台灣大學社會系;美國加州舊金山大學進修;美國舊金山東北社區心理衛生中心訓練;","全國不分區",1,0,0,0
"周錫瑋","K",0.0923889788281561,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.0237251195975733,0.198545524277289,2000,"4",0,41295,0.0998,8,0,1,0.89816213,0.0221790928106919,1,"輔仁大學大眾傳播學士;美國南加州公共行政碩士;美國南加州企業管理碩士;","台北縣第一選舉區",0,1,0,0
"周雅淑","D",-0.459777429910691,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0113597086195415,0.498712811567987,2000,"4",0,48955,0.1042,9,1,0,1.04226989,0.0290885929877572,0,"汐止國小;秀峰國中;省立板中;北一女中;台大法律系;台大政研所;","台北縣第三選舉區",1,0,0,0
"唐碧娥","D",-0.458790078109472,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0111502157544265,0.497319258616766,2000,"4",0,30224,0.1024,6,0,1,0.71670591,0.00938789149429322,0,"日本國立宇都宮大學;","台南市",1,0,0,0
"姚高橋","K",-0.0989969883326547,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.119311918345846,0.0646168813398998,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"中央警察大學刑事系(法學士);日本警察大學刑事專攻科畢業;日本明治大學法律研究所(法學碩士)畢業;","全國不分區",0,1,0,0
"宋煦光","K",0.252367305619713,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,3.53872762343551e-05,0.366706306799839,2000,"4",0,38569,0.0775,9,1,0,0.77451057,0.0284255776759175,0,"國立政治大學畢業;青溪婦幹班第一期學員長;","台南縣",0,1,0,0
"巴燕達魯","D",-0.459726060623408,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0113487611823888,0.498640260634848,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
"廖婉汝","K",0.251941531427939,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,3.05029365244565e-05,0.366190822058579,2000,"4",0,40426,0.0989,7,0,1,0.79138648,0.0381507996805326,0,"國立台灣師範大學教育系;","屏東縣",0,1,0,0
"廖學廣","O1",0.146257574993414,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.138184911291491,6.5167899244346e-05,NA,2000,"4",0,26300,0.056,9,1,0,0.55993664,0.114444512280642,1,"汐止國小畢;松山初中畢;復興高中肄;師大附中畢;台灣大學法律系學士;美國聖地牙哥大學政治系碩士;","台北縣第三選舉區",0,0,0,0
"廖福本","K",0.24652421661177,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,1.11580236072168e-08,0.359663733788558,2000,"4",0,36395,0.1022,6,0,1,0.71538084,0.0188923390367851,1,"永光國小;斗六初中;台南師範學院;國立師範大學、文化大學研究所畢;教育行政高考及格;赴日本教育進修;","雲林縣",0,1,0,0
"廖風德","K",0.246599116455107,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,3.25915827012289e-08,0.359753577223597,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"廣興國小;東光初中;羅東高中;淡江大學歷史系;政治大學新聞研究所碩士;歷史研究所博士;革命實踐研究院講習班四十二期;研究班三十二期結業;","全國不分區",0,1,0,0
"張世良","k2",0.276972377180032,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.254864131211261,0.000488774539815693,NA,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"世新;淡江大學;政治大學企管研究所;美國甘迺迪大學企管研究所碩士;","全國不分區",0,0,0,0
"張俊宏","D",-0.45608776761302,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0105868195416608,0.493515175553413,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"台灣大學政治研究所;","全國不分區",1,0,0,0
"張俊雄","D",-0.0989969883326547,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0646168813398998,0.119311918345846,2000,"4",0,49505,0.1413,5,0,1,0.84786499,0.0101696128388357,1,"台灣大學法律系法學組第一名畢業;律師高考第一名及格;","高雄市第二選舉區",1,0,0,0
"張學舜","D",-0.459777429910691,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0113597086195415,0.498712811567987,2000,"4",0,47172,0.2829,3,0,0,1.13152829,0.0112598438166082,1,"大同國小;竹東國中;竹東高中;世新大學;世新大學社會發展研究所進修;","新竹縣",1,0,0,0
"張川田","D",-0.457502108584932,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0108798694126961,0.49550434294904,2000,"4",0,25098,0.136,4,0,0,0.67999675,0.015882288200717,1,"壯囡大福國小畢;宜蘭中學初中、高中畢;東海大學政治系畢業;教育部留學考試及格;","宜蘭縣",1,0,0,0
"張文儀","K",0.099352839245528,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.0216283335935293,0.204799995803988,2000,"4",0,38356,0.0577,11,1,0,0.69284056,0.0233182969712365,1,"台灣省台中縣清水高中;","台中縣",0,1,0,0
"張旭成","D",-0.446265985861838,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.00866211606862567,0.47981191480053,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"國立臺灣大學政治系學士;美國華盛頓州公立大學政治學碩士;美國哥倫比亞大學政治系博士(1969);","僑選",1,0,0,0
"張明雄","K",0.153459791765417,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00864133725177264,0.256699580699575,2000,"4",0,30114,0.1249,4,0,0,0.62446862,0.0404824706104965,1,"僑光商專肄業;省立員林高農;","南投縣",0,1,0,0
"張清芳","D",-0.459415225596515,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0112826309390117,0.498201368273395,2000,"4",0,30405,0.0735,8,0,1,0.66130572,0.0379477253658958,1,"東吳大學經濟系業;台灣大學企經研究班結業;美國百靈頓大學企管碩士;","台北縣第一選舉區",1,0,0,0
"張福興","K",0.28699981859173,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00164683651452564,0.409850040924921,2000,"4",0,27856,0.2614,2,0,0,0.784168,0.0124924976486344,1,"花蓮縣鳳林國小;鳳林初中;省立花蓮高中;東吳大學法學士;日本近畿大學法學碩士、博士班結業;","山地原住民",0,1,0,0
"張秀珍","D",-0.457921381876471,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0109675111562993,0.496094789031552,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,0,"銘傳商業專科學校;紐約大學企業管理研究;哈佛大學政府系政經研習班結業;","僑選",1,0,0,0
"張蔡美","K",0.154016476203212,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00853814972216346,0.257263984825276,2000,"4",0,28731,0.2378,3,0,0,0.95097974,0.00247869324533793,0,"美國西雅圖西堤大學系管碩士;","新竹市",0,1,0,0
"彭紹瑾","D",-0.460336416358797,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0114791767986416,0.499502632037992,2000,"4",0,46331,0.069,12,1,0,0.897628,0.0142026089863076,1,"台灣大學法律系畢業;東吳大學法學碩士;德國慕尼黑大學法學博士;","桃園縣",1,0,0,0
"徐中雄","K",0.214677886325206,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00100747195651017,0.322480178441922,2000,"4",0,40353,0.0607,11,1,0,0.72891321,0.0231888140610256,1,"瑞穗國小;明道中學;豐原高中;東吳大學政治系;美國北科羅拉多大學特殊教育碩士;美國北科羅拉多大學殘障福利哲學博士;","台中縣",0,1,0,0
"徐少萍","K",0.246344901008279,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,5.42934026076582e-09,0.359448687738231,2000,"4",0,25142,0.182,3,0,0,0.72782011,0.00230489765175661,0,"信義國小;基隆女中;東吳大學法律系畢;","基隆市",0,1,0,0
"徐志明","D",-0.460336416358797,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0114791767986416,0.499502632037992,2000,"4",0,34427,0.0588,9,1,0,0.58821519,0.0531945433246546,1,"高中畢業;","高雄縣",1,0,0,0
"徐慶元","O5",0.086806240639225,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.169634617665705,0.00686054004084078,NA,2000,"4",0,31913,0.4245,1,0,0,0.84895321,0.0234706983863682,1,"國立成功大學企管系;","台東縣",0,0,0,0
"徐成焜","O5",0.0852592307001457,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.169634617665705,0.00711920592558793,NA,2000,"4",0,39012,0.1469,4,0,0,0.73432141,0.0163071016371396,1,"錦水國小;苗栗中學;建國中學;台灣大學政治系;","苗栗縣",0,0,0,0
"方醫良","K",0.244030164260758,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,5.7045539396243e-06,0.356678489366924,2000,"4",0,46090,0.0926,9,1,0,0.92554104,0.0300307355142184,1,"南英高商畢業;中大學公共行政研究班結業;","台南縣",0,1,0,0
"施明德","D",-0.353195496077881,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0,0.359537046305195,2000,"4",0,53199,0.0704,10,1,0,0.7739029,0.00393451060809387,1,"高雄中學;陸軍砲兵學校;","台北市第一選舉區",1,0,0,0
"曹啟鴻","D",-0.459458015133671,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0112917229560822,0.498261774708475,2000,"4",0,41431,0.1014,7,0,1,0.81106054,0.0312278299413914,1,"文化大學畢業;高雄師範大學教育研究所結業;","屏東縣",1,0,0,0
"曹爾忠","K",0.251926454011982,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,3.03366203336913e-05,0.366172574480558,2000,"4",0,2443,1,1,0,0,1.99836401,0.00668534584575076,1,"國立馬祖高中;中央警官學校;中央警官學校警政研究所法學碩士;","連江縣",0,1,0,0
"曾振農","K",0.278233565830813,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00101219300110918,0.398702660222893,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"高中畢業;","全國不分區",0,1,0,0
"曾永權","K",0.239919056217554,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,4.22438752428425e-05,0.351784872144614,2000,"4",0,50432,0.1234,7,0,1,0.9872657,0.0301587861096223,1,"美國諾斯諾普大學工業管理研究所;美國杜克大學公共政策研究班結業;逢甲大學畢業;六十二年高考及格;六十一年乙等特考關務人員優等及格;","屏東縣",0,1,0,0
"曾華德","K",0.169969552597469,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00584445456526925,0.273701668155482,2000,"4",0,15818,0.2078,4,0,0,1.03875806,NA,1,"省立台東農工;省立屏東師專;基地人力管理訓練結業;空中大學肄;省訓團鄉鎮市班省市議員班;東海大學公共行政研究班;第一期國家發展研究班;","山地原住民",0,1,0,0
"曾蔡美佐","K",0.258375492628204,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.000142967638467549,0.374019074226938,2000,"4",0,46216,0.1298,6,0,1,0.9084226,0.0152795634796455,0,"私立宗聖高職;革命實踐研究院講習班第四十六期結業;","雲林縣",0,1,0,0
"朱惠良","k2",0.154982250824523,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.254864131211261,0.00997639002959054,NA,2000,"4",0,45714,0.0633,10,1,0,0.69624707,0.0117334635665706,0,"美國普林斯頓大學藝術考古研究所;國立台灣大學中國歷史學研究所藝術史組;國立台灣大學歷史學系;","台北市第二選舉區",0,0,0,0
"朱星羽","D",-0.451738072824087,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.00971063943178185,0.487422718955295,2000,"4",0,57619,0.1312,6,0,1,0.91850082,0.00947358279089206,1,"正修工商專校工業管理科畢業;","高雄市第一選舉區",1,0,0,0
"朱立倫","K",0.248770044449408,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,5.52936123505277e-06,0.362362511982311,2000,"4",0,34971,0.0521,12,1,0,0.67753661,0.0162936711227083,1,"八德大成國小;桃園振聲初中;台北建國高中;台灣大學工商管理學士;美國紐約大學財務金融學碩士;美國紐約大學會計學博士;","桃園縣",0,1,0,0
"朱鳳芝","K",0.282503579346364,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00130212681226357,0.40411331449524,2000,"4",0,56235,0.0838,12,1,0,1.08951049,0.0247091106973245,0,"美國諾普大學管理科學碩士;成功大學外文系畢;","桃園縣",0,1,0,0
"李俊毅","D",-0.46025884095613,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.011462559816519,0.499392984448291,2000,"4",0,37138,0.0746,9,1,0,0.74577442,0.0824613217702785,1,"國立政治大學法學碩士;國立政治大學公共行政系學士;省立台南二中;城光中學;歸南國小;","台南縣",1,0,0,0
"李先仁","K",0.219260015564283,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.000737587897342219,0.327705312809492,2000,"4",0,36375,0.0717,10,1,0,0.78822018,0.0223983974845172,1,"國立台灣大學造船工程學系第一名畢業;美國史丹福大學工業工程學碩士;美國史丹福大學統計學碩士;","台北縣第二選舉區",0,1,0,0
"李全教","K",0.190427279407814,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00313502630923137,0.29552572202677,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"美國加州專業心理大學管理學博士班;美國伊利諾大學電機博士班;美國馬凱大學電機碩士;國立台北工學院電機工程系;台南一中;安定國中;安定國小;","全國不分區",0,1,0,0
"李嘉進","K",0.267328754360652,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00043723517995977,0.385050345382303,2000,"4",0,37748,0.0912,8,0,1,0.82101524,0.0471374647026798,1,"日本國立筑波大學經濟學碩士;國立中興大學財稅系畢業;","台北縣第一選舉區",0,1,0,0
"李慶安","K",0.0836200162985871,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.026503373992494,0.190807791852716,2000,"4",0,86878,0.1203,10,1,0,1.32319536,0.0186767849688735,0,"美國馬里蘭大學傳播研究所碩士;國立政治大學新聞學系;台北市立第一女子高級中學;","台北市第二選舉區",0,1,0,0
"李慶華","k2",0.0997717590759632,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.254864131211261,0.0240536438945536,NA,2000,"4",0,39295,0.0837,9,1,0,0.83660495,0.0207986335693597,1,"政治大學法律系學士;紐約大學歷史學博士;","台北縣第三選舉區",0,0,0,0
"李慶雄","O6",-0.458371787778993,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.458371787778993,0,NA,2000,"4",0,48182,0.1097,6,0,1,0.7680662,0.0102059477903597,1,"台灣大學法律系;台灣大學法律研究所;","高雄市第一選舉區",0,0,0,0
"李應元","D",-0.198772954898492,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0238463212243,0.198195507255343,2000,"4",0,41277,0.0813,10,1,0,0.89444301,0.0195513483114172,1,"台大公共衛生系學士;哈佛大學醫管碩士;北卡大學醫療經濟博士;","台北縣第二選舉區",1,0,0,0
"李文忠","D",-0.457787319544191,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0109394495360077,0.495905956086888,2000,"4",0,33513,0.081,8,0,1,0.72890441,0.0203590504702877,1,"台大政治系;","台北縣第一選舉區",1,0,0,0
"李正宗","K",0.258465505986976,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.000145128303692818,0.374129181446984,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"私立世界新聞傳播學院報業行政;考試院八職等勞工行政特考及格;美國加州州立大學長堤分校公共行政研究;世新大學社會發展研究所碩士在職進修班(現);","全國不分區",0,1,0,0
"李炷烽","k2",0.264339754495462,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.254864131211261,8.97874366240971e-05,NA,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"國立台灣師範大學教育學士畢業;國立台灣師範大學教育研究所結業;","全國不分區",0,0,0,0
"李顯榮","K",0.172946505007455,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00539814654802811,0.276825405306082,2000,"4",0,37166,0.0732,10,1,0,0.80536059,0.030657345742399,1,"省立台南一中畢業;淡江大學建築系畢業;美國諾瓦大學企業管理博士;高考及格建築師;","台北縣第二選舉區",0,1,0,0
"李鳴皋","K",0.284870813431762,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.0014785738663456,0.407128615331255,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"海軍官校四十四年班畢業;外語學校情報軍官英語班第四期;三軍大學海軍指參學院五十九年畢業;三軍大學戢爭學院六十九年畢業;","全國不分區",0,1,0,0
"林南生","K",0.177223887800215,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00478790612960845,0.281344722793618,2000,"4",0,34960,0.1184,6,0,1,0.82901133,0.00518863747845085,1,"成大附工畢;國際商專企管科畢;美國華盛頓城市大學企管碩士;","嘉義市",0,1,0,0
"林國華","D",-0.460336416358797,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0114791767986416,0.499502632037992,2000,"4",0,42985,0.1207,6,0,1,0.844914,0.020557759740439,1,"古坑鄉永光國小;斗六初級中學;省立台中一中;國立台灣大學土木系;","雲林縣",1,0,0,0
"林國龍","K",0.177858304377581,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.0047005120879804,0.28201813897819,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"台東師範學校;屏東師範專科學校;","全國不分區",0,1,0,0
"林宏宗","O1",0.193212768697937,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.138184911291491,0.00302806509074407,NA,2000,"4",0,58061,0.1657,5,0,1,0.99440237,0.0101658531059379,1,"高雄高工;南開大學經濟研究所碩士;","高雄市第二選舉區",0,0,0,0
"林宗男","D",-0.459777429910691,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0113597086195415,0.498712811567987,2000,"4",0,34750,0.1441,4,0,0,0.72060452,0.0314384885053222,1,"日本明治大學商學碩士;","南投縣",1,0,0,0
"林建榮","K",0.247516853935016,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,1.20619451016191e-06,0.360855327458018,2000,"4",0,47927,0.2597,4,0,0,1.29851798,0.0170880185969087,1,"員山鄉深溝國小;省立宜蘭中學初中部、高中部、;國立台灣師範大學公訓系;國立台灣大學教育研究所結果;","宜蘭縣",0,1,0,0
"林志嘉","O5",0.279467319933149,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.169634617665705,0.012063222487369,NA,2000,"4",0,41276,0.0813,10,1,0,0.89442134,0.0197975065909937,1,"五股國小;徐匯中學初中;徐匯中學高中;輔仁大學;美國田納西州州立大學化學碩士;美國田納西州州立大學政府行政管理博士班;","台北縣第二選舉區",0,0,0,0
"林忠正","D",-0.460336416358797,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0114791767986416,0.499502632037992,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"美國夏威夷大學經濟學博士。人口學專家文憑;台灣大學經濟學研究所碩士班;東海大學經濟學系學士;台北建國高級中學畢業;萬華初級中學畢業;太平國民小學畢業;","全國不分區",1,0,0,0
"林政則","K",0.201578747973931,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00201061099038156,0.30777446186326,2000,"4",0,32800,0.2714,3,0,0,1.08566133,0.00907397199250424,1,"新竹國小;新竹一中(今建華國中);省立新竹高商;東吳大學畢業;美國國家大學(NATIONAL UNIVERSITY)教育行政碩士;(M.S);","新竹市",0,1,0,0
"林文郎","D",-0.445304987779654,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.00848415846155897,0.478481501229405,2000,"4",0,NA,NA,NA,NA,NA,NA,NA,1,"北市高商畢業;","全國不分區",1,0,0,0
"林明義","K",0.189238340278706,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00326958039385617,0.294234466824524,2000,"4",0,53115,0.1492,6,0,1,1.04402948,0.0252392597669762,1,"淡江大學研究;","雲林縣",0,1,0,0
"林春德","K",0.273285775299185,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.000721845911063144,0.392478783386225,2000,"4",0,11764,0.1545,4,0,0,0.77253444,NA,1,"省立台中一中初中部;省立屏東師範學校普師科;國立台灣師範大學教育學系;","山地原住民",0,1,0,0
"林正二","K",0.26656483016151,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.000405871191476088,0.384102861980356,2000,"4",0,11182,0.1856,4,0,0,0.92784361,NA,1,"台東縣大王國小;省立台東中學初中部;省立屏東師專國立台灣師範大學教育系;陸軍步兵學校;國立台灣師大教育研究所;國中主任儲訓班第一期;國中校長班第14期;","平地原住民",0,1,0,0
"林源山","K",0.250009837813819,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,1.2897096303659e-05,0.363856674835397,2000,"4",0,38856,0.0664,9,1,0,0.6638885,0.0132812675764096,1,"無;","高雄縣",0,1,0,0
"林濁水","D",-0.45455623242939,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",-0.424544335711418,0.0102739988737201,0.491365694761731,2000,"4",0,54260,0.0718,10,1,0,0.78933761,0.00406911887841547,1,"無;","台北市第一選舉區",1,0,0,0
"林炳坤","K",0.264088676523509,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.000312232132141059,0.381039749744183,2000,"4",0,22342,0.6278,1,0,0,1.25545066,0.0190706956669622,1,"國立臺灣大學圖書館系畢業;","澎湖縣",0,1,0,0
"林瑞圖","O1",0.0864990923603989,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.138184911291491,0.00267142387857767,NA,2000,"4",0,52842,0.0699,10,1,0,0.76870951,0.00917151019266833,1,"士林國小;陽明國中;復興高中;淡江大學;","台北市第一選舉區",0,0,0,0
"林益世","K",0.168146575045924,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.00612650755247511,0.271797555123659,2000,"4",0,42281,0.0722,9,1,0,0.7224076,0.0128945856238809,1,"鳳山市大東國小;高雄市五福國中;省立台南第一高級中學;私立台北醫學院畢業;","高雄縣",0,1,0,0
"林耀興","K",0.277078535855847,0.0165064812020536,4,"4-4",0.246418585065312,-0.353195496077881,"洪玉欽","施明德",0.221367564621896,0.000940032582478044,0.397245355329998,2000,"4",0,51932,0.0782,11,1,0,0.93806956,0.0377821291989365,1,"日本國立滋賀醫科大學醫學博士;台北醫學院;","台中縣",0,1,0,0
